ProductId,lenstype,Part_Description,Material_Type,Lens_Type,price
1831,Shamir Duo,Shamir Duo 14mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"2,196.26"
1832,Shamir Duo,Shamir Duo 14mm 1.59 Polycarbonate Transitions XTRActive Grey Glacier,Polycarbonate Transitions XTRActive Grey,,"2,196.26"
1833,Shamir Duo,Shamir Duo 14mm 1.59 Polycarbonate Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,196.26"
1834,Shamir Duo,Shamir Duo 14mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,714.95
1835,Shamir Duo,Shamir Duo 14mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"1,182.24"
1836,Shamir Duo,Shamir Duo 14mm 1.60 PhotoGlamour Spritz 25% Glacier Expression,Transitions 8 Brown,,"2,420.56"
1837,Shamir Duo,Shamir Duo 14mm 1.60 PhotoShade Grey Glacier,,Rx,"1,850.47"
1838,Shamir Duo,Shamir Duo 14mm 1.60 PhotoShade Grey Glacier Expression,,Rx,"2,196.26"
1839,Shamir Duo,Shamir Duo 14mm 1.60 Plastic Clear Anti-Blue Glacier Plus,,,"1,168.22"
1840,Shamir Duo,Shamir Duo 14mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"1,028.04"
1841,Shamir Duo,Shamir Duo 14mm 1.60 Plastic Clear HC,Plastic,,"1,028.04"
1842,Shamir Duo,Shamir Duo 14mm 1.60 Plastic Gradient Tint Glacier Expression,,Rx,"1,098.13"
1843,Shamir Duo,Shamir Duo 14mm 1.60 Plastic Solid Tint Glacier Expression,,,"1,252.34"
1844,Shamir Duo,Shamir Duo 14mm 1.60 Transitions 8 Amber Glacier,Transitions 8 Amber,,"2,196.26"
1845,Shamir Duo,Shamir Duo 14mm 1.60 Transitions 8 Amber Glacier Plus,Transitions,Rx,"2,196.26"
1846,Shamir Duo,Shamir Duo 14mm 1.60 Transitions 8 Sapphire Glacier Expression,Transitions,Rx,"2,196.26"
1847,Shamir Duo,Shamir Duo 14mm 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"2,196.26"
1848,Shamir Duo,Shamir Duo 14mm 1.60 Transitions G15 Glacier Expression,,,"2,350.47"
1849,Shamir Duo,Shamir Duo 14mm 1.60 Transitions Grey Anti-Blue Glacier Plus,Transitions,Rx,"2,336.45"
1850,Shamir Duo,Shamir Duo 14mm 1.60 Transitions Grey BlueShield,Transitions 8 Grey,,"2,336.45"
1851,Shamir Duo,Shamir Duo 14mm 1.60 Transitions Grey BlueShield,Transitions 8 Grey,,
1852,Shamir Duo,Shamir Duo 14mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"2,196.26"
1853,Shamir Duo,Shamir Duo 14mm 1.60 Transitions XTRActive Brown Glacier Expression,,,"2,350.47"
1854,Shamir Duo,Shamir Duo 14mm 1.60 Transitions XTRActive Grey Glacier Achromatic,Transitions,Rx,"3,130.84"
1855,Shamir Duo,Shamir Duo 14mm 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,196.26"
1856,Shamir Duo,Shamir Duo 14mm 1.60 Transitions XTRActive Grey Glacier Plus,Transitions,Rx,"2,196.26"
1857,Shamir Duo,Shamir Duo 14mm 1.60 XTRActive Polar Grey Glacier Expressio,,Rx,"2,196.26"
1858,Shamir Duo,Shamir Duo 14mm 1.60 XTRActive Polar Grey Glacier Expression,,Rx,"2,350.47"
1859,Shamir Duo,Shamir Duo 14mm 1.67 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"2,116.82"
1860,Shamir Duo,Shamir Duo 14mm 1.67 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"2,116.83"
1861,Shamir Duo,Shamir Duo 14mm 1.67 Blue Zero Clear Glacier Plus,,,
1862,Shamir Duo,Shamir Duo 14mm 1.67 Plastic Clear Anti-Blue Glacier Plus,Blue Zero,Rx,"2,102.81"
1863,Shamir Duo,Shamir Duo 14mm 1.67 Plastic Clear Glacier Expression,Clear,Rx,"1,962.62"
1864,Shamir Duo,Shamir Duo 14mm 1.67 Plastic Gradient Tint Glacier Expression,Plastic,Rx,"2,186.92"
1865,Shamir Duo,Shamir Duo 14mm 1.67 Plastic Solid Tint Glacier Expression,Plastic,Rx,"2,186.92"
1866,Shamir Duo,Shamir Duo 14mm 1.67 Polarized Grey Solid Tint Glacier Plus UV,,Rx,"2,967.29"
1867,Shamir Duo,Shamir Duo 14mm 1.67 Transitions 8 Sapphire Glacier,Transitions,Rx,"3,130.84"
1868,Shamir Duo,Shamir Duo 14mm 1.67 Transitions Brown Glacier Expression,Transitions,Rx,"3,130.84"
1869,Shamir Duo,Shamir Duo 14mm 1.67 Transitions Grey Glacier Expression,Transitions,Rx,"3,130.84"
1870,Shamir Duo,Shamir Duo 14mm 1.67 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"3,130.84"
1871,Shamir Duo,Shamir Duo 14mm 1.67 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,196.26"
1872,Shamir Duo,Shamir Duo 14mm 1.67 XTRActive Polar Grey Glacier Expression,,Rx,"3,285.05"
1873,Shamir Duo,Shamir Duo 14mm 1.67 XTRActive Polar Grey Glacier Plus,,Rx,"3,285.05"
1874,Shamir Duo,Shamir Duo 14mm 1.74 Plastic Gradient Tint Glacier Plus,,Rx,"3,434.58"
1875,Shamir Duo,Shamir Duo 14mm 1.74 Plastic Solid Tint Glacier Plus,,Rx,"3,434.58"
1876,Shamir Duo,Shamir Duo 14mm 1.74 Transitions 8 Brown Glacier Expression,Transitions,Rx,"4,532.71"
1877,Shamir Duo,Shamir Duo 14mm 1.74 Transitions 8 Brown Glacier Plus UV,Transitions,Rx,"4,532.71"
1878,Shamir Duo,Shamir Duo 14mm 1.74 Transitions Brown Glacier Plus,Transitions,Rx,"4,532.71"
1879,Shamir Duo,Shamir Duo 14mm 1.74 Transitions Grey Glacier Expression,Transitions,Rx,"4,532.71"
1880,Shamir First PAL,Shamir First Pal 15mm 1.50 PhotoShade Brown Glacier Expression,,Rx,"1,228.97"
1881,Shamir First PAL,Shamir First Pal 15mm 1.50 PhotoShade Grey Glacier Expression,,Rx,"1,228.97"
1882,Shamir First PAL,Shamir First Pal 15mm 1.50 Plastic Clear Glacier,Clear,Rx,607.48
1883,Shamir First PAL,Shamir First Pal 15mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,607.48
1884,Shamir First PAL,Shamir First Pal 15mm 1.50 Plastic Solid Tint Glacier,,Rx,677.57
1885,Shamir First PAL,Shamir First Pal 15mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"1,228.97"
1886,Shamir First PAL,Shamir First Pal 15mm 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,"1,074.77"
1887,Shamir First PAL,Shamir First Pal 15mm 1.59 Polycarbonate Transitions Grey Glacier Expression,,,"1,383.18"
1888,Shamir First PAL,Shamir Golf 19mm 1.60 Plastic Solid Tint Glacier Expression,,,"3,948.60"
1889,Shamir InTouch AW,Shamir InTouch AW,Shamir InTouch AW 15mm 1.60 Transitions 8 Brown Glacier Plus + I,Transitions 8 Brown,
1890,Shamir InTouch AW,Shamir InTouch AW 15mm 1.50 Plastic Solid Tint Glacier,,Rx,"3,014.02"
1891,Shamir InTouch AW,Shamir InTouch AW 15mm 1.50 Transitions Amber Glacier Plus UV,Transitions,Rx,"4,266.36"
1892,Shamir InTouch AW,Shamir InTouch AW 15mm 1.53 Trivex Transitions 8 Brown Glacier Plus + I,0,0,"4,887.85"
1893,Shamir InTouch AW,Shamir InTouch AW 15mm 1.53 Trivex Transitions Grey Glacier Plus,Transitions,Rx,"3,565.42"
1894,Shamir InTouch AW,Shamir InTouch AW 15mm 1.59 Polycarbonate Polarized Grey Mirror Green,0,0,"4,887.85"
1895,Shamir InTouch AW,Shamir InTouch AW 15mm 1.60 Transitions 8 Brown Glacier Plus + I,Transitions 8 Brown,,"4,887.85"
1896,Shamir InTouch AW,Shamir InTouch AW 15mm 1.60 Transitions Grey Glacier Plus,Transitions,Rx,"3,565.42"
1897,Shamir InTouch AW,Shamir InTouch AW 18mm 1.59 Polycarbonate Transitions XTRActive Grey Glacier Expression,0,0,"5,042.06"
1898,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50  XTRActive Polar Grey Glacier Expression,,Rx,"1,383.18"
1899,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,621.5
1900,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Blue Zero Clear Glacier Plus,Blue Zero,Rx,621.5
1901,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Plastic Clear BlueShield Glacier Plus,Blue Zero,Rx,607.48
1902,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,621.5
1903,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Plastic Clear Glacier Plus,Clear,Rx,621.5
1904,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Plastic Clear Glacier Plus,Clear,Rx,
1905,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transition Amethyst Glacier Expression,Transitions,Rx,"1,228.97"
1906,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions 8 Amber BlueShield Glacier Plus UV,Transitions,Rx,"1,369.16"
1907,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions 8 Amber Glacier Expression,Transitions,Rx,"1,228.97"
1908,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions Brown  Glacier Plus UV,Transitions,Rx,"1,228.98"
1909,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions Brown Glacier Expression,Transitions,Rx,"1,228.97"
1910,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions Green  Glacier Plus UV,Transitions,Rx,"1,228.97"
1911,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions Green Glacier Expression,Transitions,Rx,"1,228.97"
1912,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions Grey  Glacier Plus UV,Transitions,Rx,"1,635.52"
1913,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"1,228.97"
1914,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions Sapphire Glacier,Transitions,Rx,"1,228.97"
1915,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions Sapphire Glacier Expression,Transitions,Rx,"1,228.97"
1916,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"1,228.97"
1917,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.50 XTRActive Polar Grey Glacier Plus UV,,Rx,"1,383.18"
1918,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.59 Polycarbonate Blue Zero Clear Glacier Plus,Blue Zero,Rx,"1,088.79"
1919,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.59 Polycarbonate Clear Glacier Expression,,,"1,088.79"
1920,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.59 Polycarbonate Transitions XTRActive Grey Glacier Expression,,,"2,257.01"
1921,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60  XTRActive Polar Grey Glacier Expression,,Rx,"2,102.81"
1922,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"1,088.79"
1923,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Blue Zero Glacier Expression,Blue Zero,Rx,621.5
1924,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,934.58
1925,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Plastic Clear Glacier Plus,Clear,Rx,934.58
1926,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Plastic Solid Tint Glacier Expression,,Rx,"1,004.67"
1927,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"2,102.81"
1928,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Transitions Brown Glacier Expression,,,
1929,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"2,102.81"
1930,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Transitions Grey Glacier Plus UV,Transitions,Rx,"2,102.81"
1931,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Transitions Sapphire Glacier Expression,Transitions,Rx,"2,102.81"
1932,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Transitions XTRActive Green Glacier Expression,,,"2,257.01"
1933,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,102.80"
1934,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.60 Transitions XTRActive Grey Glacier Plus,Transitions,Rx,"2,102.81"
1935,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.67 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"2,023.37"
1936,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.67 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"2,023.37"
1937,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.67 Plastic Clear BlueShield Glacier Plus,Blue Zero,Rx,"2,009.35"
1938,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.67 Plastic Clear Glacier Expression,Clear,Rx,"1,869.16"
1939,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.67 Transitions Grey Glacier Expression,Transitions,Rx,"3,037.38"
1940,Shamir Relax 0.50,Shamir Relax 0.50 16mm 1.74 Plastic Clear Glacier Expression,Clear,Rx,"3,271.03"
1941,Shamir Relax 0.80,Shamir Relax 0.80 1.59 Polycarbonate Blue Zero Clear  Glacier Plus UV,Blue Zero,Rx,"1,088.79"
1942,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,621.5
1943,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Blue Zero Glacier Plus,Blue Zero,Rx,621.5
1944,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,467.29
1945,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Plastic Gradient Tint Glacier Plus,,Rx,537.39
1946,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Plastic Solid Tint Glacier Expression,,Rx,537.38
1947,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions Amber Glacier,Transitions,Rx,"1,635.52"
1948,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions Amber Glacier Expression,Transitions,Rx,"1,228.97"
1949,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions Amethyst Glacier,Transitions,Rx,"1,635.52"
1950,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions Amethyst Glacier Expression,Transitions,Rx,"1,228.97"
1951,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions Brown Glacier Expression,Transitions,Rx,"1,228.97"
1952,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions Green Glacier Expression,Transitions,Rx,"1,228.97"
1953,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"1,228.97"
1954,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions Sapphire Glacier Expression,,,"1,383.18"
1955,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"1,228.97"
1956,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 Transitions XTRActive Grey Glacier Plus UV,0,0,"1,228.97"
1957,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.50 XTRActive Polar Grey Glacier Expression,,,"1,537.38"
1958,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.59 Polycarbonate Blue Zero Glacier Expression,Blue Zero,Rx,"1,088.79"
1959,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"2,102.81"
1960,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"1,088.79"
1961,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Blue Zero Glacier Expression,Blue Zero,Rx,621.5
1962,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,934.58
1963,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Plastic Clear Glacier Plus,Clear,Rx,"1,088.79"
1964,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Plastic Gradient Tint Glacier Expression,,Rx,"1,004.67"
1965,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Plastic Solid Tint Glacier Sun,,Rx,"1,238.32"
1966,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Transitions Green Glacier Expression,Transitions,Rx,"2,102.81"
1967,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"2,102.80"
1968,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Transitions Grey Glacier Plus UV,Transitions 8 Grey,,"2,102.81"
1969,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.60 Transitions Sapphire Glacier Expression,,,"2,257.01"
1970,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.67 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"2,023.37"
1971,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.67 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"2,023.37"
1972,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.67 Plastic Clear Glacier Expression,Clear,Rx,"1,869.16"
1973,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.67 Plastic Clear Glacier Plus,Clear,Rx,"2,023.37"
1974,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.67 Transitions Sapphire BlueShield Expression,Transitions,Rx,"3,037.38"
1975,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.67 Transitions Sapphire Glacier,Transitions,Rx,"3,037.39"
1976,Shamir Relax 0.80,Shamir Relax 0.80 16mm 1.67 Transitions XTRActive Grey Glacier Plus UV,Transitions,Rx,"3,037.38"
1977,Shamir Relax,Shamir Relax 16mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,621.5
1978,Shamir Relax,Shamir Relax 16mm 1.50 Blue Zero Clear Glacier Plus,Blue Zero,Rx,621.5
1979,Shamir Relax,Shamir Relax 16mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,621.5
1980,Shamir Relax,Shamir Relax 16mm 1.50 Plastic Clear Glacier Plus,Clear,Rx,467.29
1981,Shamir Relax,Shamir Relax 16mm 1.50 Plastic Solid Tint Glacier Expression,,Rx,537.38
1982,Shamir Relax,Shamir Relax 16mm 1.50 Transitions Brown  Glacier Plus UV,Transitions 8 Brown,,"1,228.97"
1983,Shamir Relax,Shamir Relax 16mm 1.50 Transitions Brown Glacier Expression,Transitions 8 Brown,,"1,383.18"
1984,Shamir Relax,Shamir Relax 16mm 1.50 Transitions G15 Glacier Expression,Transitions,Rx,"1,228.97"
1985,Shamir Relax,Shamir Relax 16mm 1.50 Transitions Grey  Glacier Plus UV,Transitions,Rx,"1,635.52"
1986,Shamir Relax,Shamir Relax 16mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"1,228.97"
1987,Shamir Relax,Shamir Relax 16mm 1.50 Transitions XTRActive Brown Glacier Plus UV,Transitions,Rx,"1,635.52"
1988,Shamir Relax,Shamir Relax 16mm 1.50 Transitions XTRActive Grey Anti-Blue Glacier Plus,Transitions,Rx,"1,869.16"
1989,Shamir Relax,Shamir Relax 16mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"1,228.97"
1990,Shamir Relax,Shamir Relax 16mm 1.59 Polycarbonate Blue Zero Clear Glacier Expression,Blue Zero,Rx,"1,088.79"
1991,Shamir Relax,Shamir Relax 16mm 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,934.58
1992,Shamir Relax,Shamir Relax 16mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"2,102.81"
1993,Shamir Relax,Shamir Relax 16mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,621.5
1994,Shamir Relax,Shamir Relax 16mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"1,088.79"
1995,Shamir Relax,Shamir Relax 16mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,934.58
1996,Shamir Relax,Shamir Relax 16mm 1.60 Plastic Clear Glacier Plus,,,934.58
1997,Shamir Relax,Shamir Relax 16mm 1.60 Plastic Solid Tint Anti-Blue Glacier Plus,Blue Zero,Rx,"1,144.86"
1998,Shamir Relax,Shamir Relax 16mm 1.60 Transitions 8 Amethyst Glacier Expression,Transitions,Rx,"2,102.81"
1999,Shamir Relax,Shamir Relax 16mm 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"2,102.81"
2000,Shamir Relax,Shamir Relax 16mm 1.60 Transitions Grey  Glacier Plus UV,Transitions,Rx,"2,102.81"
2001,Shamir Relax,Shamir Relax 16mm 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,102.81"
2002,Shamir Relax,Shamir Relax 16mm 1.67 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"2,023.36"
2003,Shamir Relax,Shamir Relax 16mm 1.67 Plastic Clear Glacier Expression,Clear,Rx,"1,869.16"
2004,Shamir Relax,Shamir Relax 16mm 1.67 Plastic Solid Tint Anti-Blue Glacier Plus,Blue Zero,Rx,"2,079.44"
2005,Shamir Smart SV,Shamir Smart SV 1.50 Plastic Clear Glacier Expression,Clear,Rx,"1,308.41"
2006,Shamir Smart SV,Shamir Smart SV 1.60 NuPolar Grey Glacier Plus,,Rx,"2,476.64"
2007,Shamir Smart SV,Shamir Smart SV 1.60 Plastic Clear Glacier Expression,Clear,Rx,"1,542.06"
2008,Shamir Smart SV,Shamir Smart SV 1.60 Plastic Gradient Tint Mirror Blue,Blue Zero,Rx,"1,845.79"
2009,Shamir Smart SV,Shamir Smart SV 1.60 Plastic Solid Tint Glacier Plus,,Rx,"1,612.15"
2010,Shamir Smart SV,Shamir Smart SV 1.60 Transitions Amber Glacier,Transitions,Rx,"2,056.08"
2011,Shamir Smart SV,Shamir Smart SV 1.67 Plastic Clear Glacier Plus,Clear,Rx,"2,476.64"
2012,Shamir Smart SV,Shamir Smart SV 1.67 Plastic Gradient Tint Glacier Plus,,Rx,"2,546.74"
2013,Shamir Smart SV,Shamir Smart SV 1.67 Plastic Solid Tint Glacier Plus,,Rx,"1,612.15"
2014,Shamir Smart SV,Shamir Smart SV 1.67 Transitions Grey Glacier Plus,Transitions,Rx,"2,990.66"
2015,Shamir Smart SV,Shamir Smart SV 1.74 Plastic Clear Anti-Blue Glacier,Blue Zero,Rx,609.59
2016,Shamir Smart SV,Shamir Smart SV 1.74 Plastic Clear Glacier Plus,Clear,Rx,"3,878.51"
2017,Shamir Smart SV AW,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Blue Zero Clear Glacier Expression,Blue Zero,
2018,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Blue Zero Clear Glacier Expression,Blue Zero,,"1,383.18"
2019,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"1,228.97"
2020,Shamir Smart SV AW,Shamir Smart SV AW 1.50 DriveWear Glacier Plus UV,,Rx,"2,084.11"
2021,Shamir Smart SV AW,Shamir Smart SV AW 1.50 DriveWear Glacier Sun UV,,Rx,"2,317.76"
2022,Shamir Smart SV AW,Shamir Smart SV AW 1.50 NuPolar Grey Glacier Expression,,Rx,"2,163.56"
2023,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Plastic Clear Glacier Expression,Clear,Rx,"1,074.77"
2024,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Plastic Clear Glacier Expression,,,
2025,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Plastic Clear HC,Clear,Rx,"1,074.77"
2026,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Plastic Clear HMX,Clear,Rx,"1,074.77"
2027,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Plastic Gradient Tint Glacier Expression,,Rx,"1,144.86"
2028,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Plastic Solid Tint Glacier Expression,,Rx,"1,144.86"
2029,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Plastic Solid Tint Glacier Plus UV,,Rx,"1,144.86"
2030,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Plastic Solid Tint Glacier Sun UV,,Rx,"1,378.51"
2031,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Transitions Amber Glacier Expression,Transitions,Rx,"1,850.47"
2032,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Transitions Green Glacier,Transitions,Rx,"2,242.99"
2033,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Transitions Green Solid Tint Glacier Expression,Transitions,Rx,"1,850.47"
2034,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Transitions Grey  Glacier Plus UV,Transitions,Rx,"2,242.99"
2035,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"1,850.47"
2036,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Transitions Sapphire Glacier Expression,Transitions,Rx,"1,850.47"
2037,Shamir Smart SV AW,Shamir Smart SV AW 1.50 Transitions XTRActive Grey Glacier Plus,Transitions,Rx,"1,850.47"
2038,Shamir Smart SV AW,Shamir Smart SV AW 1.50 XTRActive Polar Grey Glacier,,Rx,"2,009.35"
2039,Shamir Smart SV AW,Shamir Smart SV AW 1.50 XTRActive Polar Grey Glacier Expression,XTRActive Polar Grey,,"2,004.68"
2040,Shamir Smart SV AW,Shamir Smart SV AW 1.53 Trivex Clear Glacier Expression,Clear,Rx,"1,542.06"
2041,Shamir Smart SV AW,Shamir Smart SV AW 1.53 Trivex Solid Tint Glacier Expression,Trivex,,"1,766.36"
2042,Shamir Smart SV AW,Shamir Smart SV AW 1.59  Polycarbonate Transitions Grey  Glacier Plus UV,Transitions,Rx,"1,355.14"
2043,Shamir Smart SV AW,Shamir Smart SV AW 1.59 Blue Zero Clear Glacier Plus,Blue Zero,Rx,441.03
2044,Shamir Smart SV AW,Shamir Smart SV AW 1.59 Polycarbonate Blue Zero Glacier Expression,Blue Zero,Rx,"1,696.26"
2045,Shamir Smart SV AW,Shamir Smart SV AW 1.59 Polycarbonate Clear Anti-Blue Glacier Plus,Polycarbonate,,"1,682.25"
2046,Shamir Smart SV AW,Shamir Smart SV AW 1.59 Polycarbonate Clear Glacier,Clear,Rx,"1,542.06"
2047,Shamir Smart SV AW,Shamir Smart SV AW 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,"1,542.06"
2048,Shamir Smart SV AW,Shamir Smart SV AW 1.59 Polycarbonate Drivewear Glacier,,Rx,"2,943.93"
