InvoiceNo,ProductId,Quantity,TypeId,Reorder_Cause_ID
IVTH2304-0482,3401,2,3,
IVTH2304-0483,3401,2,3,
IVTH2304-0484,3401,2,3,
IVTH2304-0485,3452,2,3,
IVTH2304-0486,2758,2,3,
IVTH2304-0487,2850,2,3,
IVTH2304-0488,3023,2,3,
IVTH2304-0489,2972,2,3,
IVTH2304-0490,2972,2,3,
IVTH2304-0491,1011,2,3,
IVTH2304-0492,2975,2,3,
IVTH2304-0493,2972,2,3,
IVTH2304-0494,2831,2,3,
IVTH2304-0495,984,1,4,
IVTH2304-0495,2411,2,3,
IVTH2304-0496,984,1,4,
IVTH2304-0496,3236,2,3,
IVTH2304-0497,721,2,3,
IVTH2304-0497,983,1,4,
IVTH2304-0497,985,2,4,
IVTH2304-0498,985,2,4,
IVTH2304-0498,1790,2,3,
IVTH2304-0499,664,2,3,
IVTH2304-0500,3153,2,3,
IVTH2304-0501,167,2,3,
IVTH2304-0502,635,2,3,
IVTH2304-0503,2625,2,3,
IVTH2304-0504,36,2,3,
IVTH2304-0505,983,1,4,
IVTH2304-0505,3215,2,3,
IVTH2304-0506,2984,2,3,
IVTH2304-0507,2975,2,3,
IVTH2304-0508,3021,2,3,
IVTH2304-0509,2972,2,3,
IVTH2304-0510,3018,2,3,
IVTH2304-0511,983,1,4,
IVTH2304-0511,1900,2,3,
IVTH2304-0512,3431,2,3,
IVTH2304-0513,1123,2,3,
IVTH2304-0514,983,1,4,
IVTH2304-0514,3431,2,3,
IVTH2304-0515,1900,2,3,
IVTH2304-0516,302,2,3,
IVTH2304-0517,983,1,4,
IVTH2304-0517,985,2,4,
IVTH2304-0517,1796,2,3,
IVTH2304-0518,983,1,4,
IVTH2304-0518,985,2,4,
IVTH2304-0518,3125,2,3,
IVTH2304-0519,1790,2,3,
IVTH2304-0520,983,1,4,
IVTH2304-0520,1100,2,3,
IVTH2304-0521,632,2,3,
IVTH2304-0522,2972,2,3,
IVTH2304-0523,2972,2,3,
IVTH2304-0524,2988,2,3,
IVTH2304-0525,983,1,4,
IVTH2304-0525,3422,2,3,
IVTH2304-0526,3422,2,3,
IVTH2304-0527,3452,2,3,
IVTH2304-0528,3420,2,3,
IVTH2304-0529,983,1,4,
IVTH2304-0529,3387,2,3,
IVTH2304-0530,3387,1,3,
IVTH2304-0531,50,2,3,
IVTH2304-0531,985,2,4,
IVTH2304-0532,3166,2,3,
IVTH2304-0533,2665,2,3,
IVTH2304-0534,3261,2,3,
IVTH2304-0535,985,2,4,
IVTH2304-0535,3269,2,3,
IVTH2304-0536,748,2,3,
IVTH2304-0537,983,1,4,
IVTH2304-0537,3387,2,3,
IVTH2304-0538,316,2,3,
IVTH2304-0539,983,1,4,
IVTH2304-0539,3420,2,3,
IVTH2304-0540,96,2,3,
IVTH2304-0540,985,2,4,
IVTH2304-0541,2987,2,3,
IVTH2304-0542,2734,1,3,
IVTH2304-0543,806,2,3,
IVTH2304-0543,985,2,4,
IVTH2304-0544,3021,2,3,
IVTH2304-0545,2988,2,3,
IVTH2304-0546,983,1,4,
IVTH2304-0546,3387,2,3,
IVTH2304-0547,3226,2,3,
IVTH2304-0548,3163,2,3,
IVTH2304-0549,2264,2,3,
IVTH2304-0550,3387,2,3,
IVTH2304-0551,3450,2,3,
IVTH2304-0552,2975,2,3,
IVTH2304-0553,3401,2,3,
IVTH2304-0554,3401,2,3,
IVTH2304-0555,2972,2,3,
IVTH2304-0556,983,1,4,
IVTH2304-0556,1756,2,3,
IVTH2304-0557,983,1,4,
IVTH2304-0557,3448,2,3,
IVTH2304-0558,1900,2,3,
IVTH2304-0559,1971,2,3,
IVTH2304-0560,600,2,3,
IVTH2304-0561,1783,2,3,
IVTH2304-0562,984,1,4,
IVTH2304-0562,3387,2,3,
IVTH2304-0563,3401,2,3,
IVTH2304-0564,984,1,4,
IVTH2304-0564,1412,2,3,
IVTH2304-0564,1445,2,3,
IVTH2304-0564,1471,2,3,
IVTH2304-0564,1568,2,3,
IVTH2304-0564,2458,2,3,
IVTH2304-0564,2473,2,3,
IVTH2304-0564,2488,2,3,
IVTH2304-0564,2492,2,3,
IVTH2304-0565,327,2,3,
IVTH2304-0566,3016,2,3,
IVTH2304-0567,2975,2,3,
IVTH2304-0568,3401,2,3,
IVTH2304-0569,3401,2,3,
IVTH2304-0570,3401,2,3,
IVTH2304-0571,3401,2,3,
IVTH2304-0572,3401,2,3,
IVTH2304-0573,3401,2,3,
IVTH2304-0574,3401,2,3,
IVTH2304-0575,3401,2,3,
IVTH2304-0576,32,2,3,
IVTH2304-0577,854,2,3,
IVTH2304-0577,984,1,4,
IVTH2304-0578,984,1,4,
IVTH2304-0578,3420,2,3,
IVTH2304-0579,984,1,4,
IVTH2304-0579,3125,2,3,
IVTH2304-0580,3236,2,3,
IVTH2304-0581,748,2,3,
IVTH2304-0582,2426,2,3,
IVTH2304-0583,600,2,3,
IVTH2304-0584,984,1,4,
IVTH2304-0584,2625,2,3,
IVTH2304-0585,2918,2,3,
IVTH2304-0586,984,1,4,
IVTH2304-0586,3443,2,3,
IVTH2304-0587,2949,2,3,
IVTH2304-0588,2972,2,3,
IVTH2304-0589,2972,2,3,
IVTH2304-0590,2949,2,3,
IVTH2304-0591,3387,2,3,
IVTH2304-0592,13,2,3,
IVTH2304-0592,986,2,4,
IVTH2304-0593,748,2,3,
IVTH2304-0593,984,1,4,
IVTH2304-0594,3012,2,3,
IVTH2304-0595,2810,2,3,
IVTH2304-0596,2972,2,3,
IVTH2304-0597,984,1,4,
IVTH2304-0597,2608,2,3,
IVTH2304-0598,808,2,3,
IVTH2304-0598,984,1,4,
IVTH2304-0599,2974,2,3,
IVTH2304-0600,2987,2,3,
IVTH2304-0601,3016,2,3,
IVTH2304-0602,2958,2,3,
IVTH2304-0603,1611,2,3,
IVTH2304-0604,986,2,4,
IVTH2304-0604,3387,2,3,
IVTH2304-0605,986,2,4,
IVTH2304-0605,3401,2,3,
IVTH2304-0606,984,1,4,
IVTH2304-0606,2411,2,3,
IVTH2304-0607,3452,2,3,
IVTH2304-0608,3452,2,3,
IVTH2304-0609,3431,2,3,
IVTH2304-0610,2975,2,3,
IVTH2304-0611,2026,2,3,
IVTH2304-0612,174,2,3,
IVTH2304-0612,986,2,4,
IVTH2304-0613,984,1,4,
IVTH2304-0613,3422,2,3,
IVTH2304-0614,3422,2,3,
IVTH2304-0615,3274,2,3,
IVTH2304-0616,3391,2,3,
IVTH2304-0617,984,1,4,
IVTH2304-0617,3387,2,3,
IVTH2304-0618,721,1,3,
IVTH2304-0618,984,1,4,
IVTH2304-0618,986,1,4,
IVTH2304-0619,986,1,4,
IVTH2304-0619,3144,1,3,
IVTH2304-0620,2848,2,3,
IVTH2304-0621,2972,2,3,
IVTH2304-0622,2718,2,3,
IVTH2304-0623,984,1,4,
IVTH2304-0623,2665,2,3,
IVTH2304-0624,166,2,3,
IVTH2304-0625,3431,2,3,
IVTH2304-0626,3431,2,3,
IVTH2304-0627,2990,2,3,
IVTH2304-0628,984,1,4,
IVTH2304-0628,3401,2,3,
IVTH2304-0629,984,1,4,
IVTH2304-0629,3391,2,3,
IVTH2304-0630,3387,2,3,
IVTH2304-0631,74,2,3,
IVTH2304-0632,984,1,4,
IVTH2304-0632,3144,2,3,
IVTH2304-0633,2975,2,3,
IVTH2304-0634,806,2,3,
IVTH2304-0634,985,2,4,
IVTH2304-0635,3075,2,3,
IVTH2304-0636,2975,2,3,
IVTH2304-0637,3063,2,3,
IVTH2304-0638,3450,2,3,
IVTH2304-0639,1758,2,3,
IVTH2304-0640,983,1,4,
IVTH2304-0640,3422,2,3,
IVTH2304-0641,1835,2,3,
IVTH2304-0642,983,1,4,
IVTH2304-0642,1771,2,3,
IVTH2304-0643,983,1,4,
IVTH2304-0643,2258,2,3,
IVTH2304-0644,3163,2,3,
IVTH2304-0645,3163,2,3,
IVTH2304-0646,122,2,3,
IVTH2304-0647,2077,2,3,
IVTH2304-0648,983,1,4,
IVTH2304-0648,1793,2,3,
IVTH2304-0649,3163,2,3,
IVTH2304-0650,983,1,4,
IVTH2304-0650,2026,2,3,
IVTH2304-0651,983,1,4,
IVTH2304-0651,1061,2,3,
IVTH2304-0652,1545,2,3,
IVTH2304-0652,2512,2,3,
IVTH2304-0652,3369,2,3,
IVTH2304-0653,3431,2,3,
IVTH2304-0654,983,1,4,
IVTH2304-0654,3422,2,3,
IVTH2304-0655,985,2,4,
IVTH2304-0655,3306,2,3,
IVTH2304-0656,2975,2,3,
IVTH2304-0657,2990,2,3,
IVTH2304-0658,2918,2,3,
IVTH2304-0659,3012,2,3,
IVTH2304-0660,2972,2,3,
IVTH2304-0661,2972,2,3,
IVTH2304-0662,2972,2,3,
IVTH2304-0663,3012,2,3,
IVTH2304-0664,2972,2,3,
IVTH2304-0665,206,2,3,
IVTH2304-0666,219,2,3,
IVTH2304-0667,828,2,3,
IVTH2304-0668,829,2,3,
IVTH2304-0669,829,2,3,
IVTH2304-0670,209,2,3,
IVTH2304-0671,3401,1,3,
IVTH2304-0672,3431,2,3,
IVTH2304-0673,2676,2,3,
IVTH2304-0674,829,2,3,
IVTH2304-0675,985,2,4,
IVTH2304-0675,1023,2,3,
IVTH2304-0676,2975,2,3,
IVTH2304-0677,2951,2,3,
IVTH2304-0678,3431,2,3,
IVTH2304-0679,3431,2,3,
IVTH2304-0680,135,2,3,
IVTH2304-0681,983,1,4,
IVTH2304-0681,2328,2,3,
IVTH2304-0682,983,1,4,
IVTH2304-0682,985,2,4,
IVTH2304-0682,3317,2,3,
IVTH2304-0683,1978,2,3,
IVTH2304-0684,3422,2,3,
IVTH2304-0685,3431,2,3,
IVTH2304-0686,837,2,3,
IVTH2304-0687,209,2,3,
IVTH2304-0688,984,1,4,
IVTH2304-0688,3420,2,3,
IVTH2304-0689,3190,2,3,
IVTH2304-0690,746,2,3,
IVTH2304-0691,2990,2,3,
IVTH2304-0692,2850,2,3,
IVTH2304-0693,3259,1,3,
IVTH2304-0694,3314,1,3,
IVTH2304-0695,984,1,4,
IVTH2304-0695,1785,2,3,
IVTH2304-0696,984,1,4,
IVTH2304-0696,3387,2,3,
IVTH2304-0697,86,2,3,
IVTH2304-0697,986,2,4,
IVTH2304-0698,721,2,3,
IVTH2304-0699,984,1,4,
IVTH2304-0699,2643,2,3,
IVTH2304-0700,2426,2,3,
IVTH2304-0701,829,2,3,
IVTH2304-0701,986,2,4,
IVTH2304-0702,986,2,4,
IVTH2304-0702,3101,2,3,
IVTH2304-0703,2972,2,3,
IVTH2304-0704,2918,2,3,
IVTH2304-0705,2972,2,3,
IVTH2304-0706,3012,2,3,
IVTH2304-0707,2831,1,3,
IVTH2304-0708,2972,2,3,
IVTH2304-0709,2815,2,3,
IVTH2304-0710,3012,2,3,
IVTH2304-0711,2759,2,3,
IVTH2304-0712,2974,2,3,
IVTH2304-0713,2949,2,3,
IVTH2304-0714,3012,2,3,
IVTH2304-0715,201,2,3,
IVTH2304-0716,211,2,3,
IVTH2304-0717,984,1,4,
IVTH2304-0717,3163,2,3,
IVTH2304-0718,984,1,4,
IVTH2304-0718,1785,2,3,
IVTH2304-0719,1900,2,3,
IVTH2304-0720,984,1,4,
IVTH2304-0720,3236,2,3,
IVTH2304-0721,984,1,4,
IVTH2304-0721,3422,2,3,
IVTH2304-0722,36,2,3,
IVTH2304-0722,984,1,4,
IVTH2304-0723,3220,2,3,
IVTH2304-0724,984,1,4,
IVTH2304-0724,2625,2,3,
IVTH2304-0725,984,1,4,
IVTH2304-0725,2555,2,3,
IVTH2304-0726,2224,2,3,
IVTH2304-0727,3261,2,3,
IVTH2304-0728,984,1,4,
IVTH2304-0728,3387,2,3,
IVTH2304-0729,3387,2,3,
IVTH2304-0730,3422,1,3,
IVTH2304-0731,3391,1,3,
IVTH2304-0732,721,2,3,
IVTH2304-0733,3431,2,3,
IVTH2304-0734,2884,2,3,
IVTH2304-0735,2975,2,3,
IVTH2304-0736,7,2,3,
IVTH2304-0736,986,2,4,
IVTH2304-0737,3102,2,3,
IVTH2304-0738,689,2,3,
IVTH2304-0738,696,2,3,
IVTH2304-0738,702,2,3,
IVTH2304-0738,1415,2,3,
IVTH2304-0738,1447,2,3,
IVTH2304-0738,1448,2,3,
IVTH2304-0738,1452,2,3,
IVTH2304-0738,1471,2,3,
IVTH2304-0738,1561,2,3,
IVTH2304-0738,1571,2,3,
IVTH2304-0738,2489,2,3,
IVTH2304-0738,2492,2,3,
IVTH2304-0739,3387,2,3,
IVTH2304-0740,3422,2,3,
IVTH2304-0741,3391,2,3,
IVTH2304-0742,3163,2,3,
IVTH2304-0743,400,2,3,
IVTH2304-0744,2224,2,3,
IVTH2304-0745,3261,2,3,
IVTH2304-0746,3099,2,3,
IVTH2304-0747,3387,2,3,
IVTH2304-0748,3387,2,3,
IVTH2304-0749,3431,2,3,
IVTH2304-0750,3431,2,3,
IVTH2304-0751,3452,2,3,
IVTH2304-0752,3420,2,3,
IVTH2304-0753,3401,2,3,
IVTH2304-0754,3431,2,3,
IVTH2304-0755,3401,2,3,
IVTH2304-0756,3391,2,3,
IVTH2304-0757,3401,2,3,
IVTH2304-0758,3401,1,3,
IVTH2304-0759,3431,2,3,
IVTH2304-0760,984,1,4,
IVTH2304-0760,3391,2,3,
IVTH2304-0761,984,1,4,
IVTH2304-0761,2411,2,3,
IVTH2304-0762,984,1,4,
IVTH2304-0762,3420,2,3,
IVTH2304-0763,3420,2,3,
IVTH2304-0764,748,2,3,
IVTH2304-0764,984,1,4,
IVTH2304-0765,986,2,4,
IVTH2304-0765,1032,2,3,
IVTH2304-0766,949,2,3,
IVTH2304-0766,986,2,4,
IVTH2304-0767,986,2,4,
IVTH2304-0767,2758,2,3,
IVTH2304-0768,2743,2,3,
IVTH2304-0769,941,2,3,
IVTH2304-0770,941,2,3,
IVTH2304-0770,986,2,4,
IVTH2304-0771,937,2,3,
IVTH2304-0772,1016,2,3,
IVTH2304-0773,1038,2,3,
IVTH2304-0774,3012,2,3,
IVTH2304-0775,2972,2,3,
IVTH2304-0776,2791,2,3,
IVTH2304-0777,2972,2,3,
IVTH2304-0778,2949,2,3,
IVTH2304-0779,2972,2,3,
IVTH2304-0780,3012,2,3,
IVTH2304-0781,984,1,4,
IVTH2304-0781,2625,2,3,
IVTH2304-0782,984,1,4,
IVTH2304-0782,3387,2,3,
IVTH2304-0783,36,2,3,
IVTH2304-0784,3391,2,3,
IVTH2304-0785,984,1,4,
IVTH2304-0785,3387,2,3,
IVTH2304-0786,3387,2,3,
IVTH2304-0787,3387,2,3,
IVTH2304-0788,2972,2,3,
IVTH2304-0789,2972,2,3,
IVTH2304-0790,986,2,4,
IVTH2304-0790,2776,2,3,
IVTH2304-0791,984,1,4,
IVTH2304-0791,3387,1,3,
IVTH2304-0792,984,1,4,
IVTH2304-0792,2317,2,3,
IVTH2304-0793,382,2,3,
IVTH2304-0794,986,1,4,
IVTH2304-0794,3418,2,3,
IVTH2304-0795,984,1,4,
IVTH2304-0795,1900,2,3,
IVTH2304-0796,110,2,3,
IVTH2304-0797,3236,2,3,
IVTH2304-0798,3448,2,3,
IVTH2304-0799,3431,2,3,
IVTH2304-0800,3420,1,3,
IVTH2304-0801,588,2,3,
IVTH2304-0802,3422,2,3,
IVTH2304-0803,3391,2,3,
IVTH2304-0804,3401,1,3,
IVTH2304-0805,3391,2,3,
IVTH2304-0806,984,1,4,
IVTH2304-0806,1900,2,3,
IVTH2304-0807,984,1,4,
IVTH2304-0807,3422,2,3,
IVTH2304-0808,250,2,3,
IVTH2304-0809,104,2,3,
IVTH2304-0810,984,1,4,
IVTH2304-0810,3387,2,3,
IVTH2304-0811,3387,2,3,
IVTH2304-0812,3387,2,3,
IVTH2304-0813,3387,2,3,
IVTH2304-0814,2128,2,3,
IVTH2304-0815,1987,2,3,
IVTH2304-0816,3387,2,3,
IVTH2304-0817,2620,2,3,
IVTH2304-0818,810,2,3,
IVTH2304-0818,984,1,4,
IVTH2304-0819,373,2,3,
IVTH2304-0819,984,1,4,
IVTH2304-0820,373,2,3,
IVTH2304-0821,1758,2,3,
IVTH2304-0822,631,2,3,
IVTH2304-0823,2628,2,3,
IVTH2304-0824,986,2,4,
IVTH2304-0824,3401,2,3,
IVTH2304-0825,3259,2,3,
IVTH2304-0826,984,1,4,
IVTH2304-0826,986,2,4,
IVTH2304-0826,1785,2,3,
IVTH2304-0827,3443,2,3,
IVTH2304-0828,2880,2,3,
IVTH2304-0829,3012,2,3,
IVTH2304-0830,2987,2,3,
IVTH2304-0831,1047,2,3,
IVTH2304-0832,984,1,4,
IVTH2304-0832,1758,2,3,
IVTH2304-0833,575,2,3,
IVTH2304-0834,984,1,4,
IVTH2304-0834,2593,2,3,
IVTH2304-0835,736,2,3,
IVTH2304-0835,984,1,4,
IVTH2304-0835,986,2,4,
IVTH2304-0836,984,1,4,
IVTH2304-0836,3387,2,3,
IVTH2304-0837,3387,2,3,
IVTH2304-0838,984,1,4,
IVTH2304-0838,3422,2,3,
IVTH2304-0839,512,2,3,
IVTH2304-0839,984,1,4,
IVTH2304-0840,984,1,4,
IVTH2304-0840,3391,2,3,
IVTH2304-0841,476,2,3,
IVTH2304-0842,986,2,4,
IVTH2304-0842,3144,2,3,
IVTH2304-0843,2972,2,3,
IVTH2304-0844,3431,2,3,
IVTH2304-0845,3431,2,3,
IVTH2304-0846,3431,2,3,
IVTH2304-0847,3431,2,3,
IVTH2304-0848,3431,2,3,
IVTH2304-0849,3431,2,3,
IVTH2304-0850,3431,2,3,
IVTH2304-0851,3431,2,3,
IVTH2304-0852,3431,2,3,
IVTH2304-0853,3431,2,3,
IVTH2304-0854,3431,2,3,
IVTH2304-0855,3431,2,3,
IVTH2304-0856,3431,2,3,
IVTH2304-0857,3431,2,3,
IVTH2304-0858,3431,2,3,
IVTH2304-0859,3431,2,3,
IVTH2304-0860,3431,2,3,
IVTH2304-0861,983,1,4,
IVTH2304-0861,1900,2,3,
IVTH2304-0862,984,1,4,
IVTH2304-0862,1978,2,3,
IVTH2304-0863,12,2,3,
IVTH2304-0864,1154,2,3,
IVTH2304-0865,721,2,3,
IVTH2304-0866,3401,2,3,
IVTH2304-0867,986,1,4,
IVTH2304-0867,3007,2,3,
IVTH2304-0868,2975,2,3,
IVTH2304-0869,3022,2,3,
IVTH2304-0870,2922,2,3,
IVTH2304-0871,2975,2,3,
IVTH2304-0872,3038,2,3,
IVTH2304-0873,2975,2,3,
IVTH2304-0874,3016,2,3,
IVTH2304-0875,2975,2,3,
IVTH2304-0876,3444,2,3,
IVTH2304-0877,984,1,4,
IVTH2304-0877,3125,2,3,
IVTH2304-0878,986,1,4,
IVTH2304-0878,2975,2,3,
IVTH2304-0879,986,1,4,
IVTH2304-0879,3026,2,3,
IVTH2304-0880,2972,2,3,
IVTH2304-0881,755,2,3,
IVTH2304-0881,984,1,4,
IVTH2304-0882,984,1,4,
IVTH2304-0882,3387,2,3,
IVTH2304-0883,984,1,4,
IVTH2304-0883,3387,2,3,
IVTH2304-0884,36,2,3,
IVTH2304-0884,984,1,4,
IVTH2304-0885,3154,2,3,
IVTH2304-0886,3261,2,3,
IVTH2304-0887,1774,2,3,
IVTH2304-0888,755,2,3,
IVTH2304-0889,2756,2,3,
IVTH2304-0890,2893,2,3,
IVTH2304-0891,400,2,3,
IVTH2304-0891,986,2,4,
IVTH2304-0892,721,2,3,
IVTH2304-0892,984,1,4,
IVTH2304-0892,986,2,4,
IVTH2304-0893,986,2,4,
IVTH2304-0893,2555,2,3,
IVTH2304-0894,986,2,4,
IVTH2304-0894,3125,2,3,
IVTH2304-0895,986,2,4,
IVTH2304-0895,2555,2,3,
IVTH2304-0896,986,2,4,
IVTH2304-0896,3296,2,3,
IVTH2304-0897,984,1,4,
IVTH2304-0897,3422,2,3,
IVTH2304-0898,3422,2,3,
IVTH2304-0899,3422,2,3,
IVTH2304-0900,3422,2,3,
IVTH2304-0901,3422,2,3,
IVTH2304-0902,3422,2,3,
IVTH2304-0903,3422,2,3,
IVTH2304-0904,3422,2,3,
IVTH2304-0905,3422,2,3,
IVTH2304-0906,3422,2,3,
IVTH2304-0907,3422,2,3,
IVTH2304-0908,3422,2,3,
IVTH2304-0909,3422,2,3,
IVTH2304-0910,3422,2,3,
IVTH2304-0911,3422,2,3,
IVTH2304-0912,3422,2,3,
IVTH2304-0913,3422,2,3,
IVTH2304-0914,3422,2,3,
IVTH2304-0915,3422,2,3,
IVTH2304-0916,3422,2,3,
IVTH2304-0917,3422,2,3,
IVTH2304-0918,3422,2,3,
IVTH2304-0919,3422,2,3,
IVTH2304-0920,3422,2,3,
IVTH2304-0921,3422,2,3,
IVTH2304-0922,3422,2,3,
IVTH2304-0923,984,1,4,
IVTH2304-0923,2634,2,3,
IVTH2304-0924,984,1,4,
IVTH2304-0924,3420,2,3,
IVTH2304-0925,3170,2,3,
IVTH2304-0926,132,2,3,
IVTH2304-0927,1721,2,3,
IVTH2304-0928,746,2,3,
IVTH2304-0929,2756,2,3,
IVTH2304-0930,2972,2,3,
IVTH2304-0931,2975,2,3,
IVTH2304-0932,2987,2,3,
IVTH2304-0933,2786,2,3,
IVTH2304-0934,2817,2,3,
IVTH2304-0935,2975,2,3,
IVTH2304-0936,2922,2,3,
IVTH2304-0937,2975,2,3,
IVTH2304-0938,2990,2,3,
IVTH2304-0939,2975,2,3,
IVTH2304-0940,2975,2,3,
IVTH2304-0941,33,2,3,
IVTH2304-0942,664,2,3,
IVTH2304-0942,984,1,4,
IVTH2304-0943,986,2,4,
IVTH2304-0943,2918,2,3,
IVTH2304-0944,1147,2,3,
IVTH2304-0945,986,2,4,
IVTH2304-0945,2002,2,3,
IVTH2304-0946,359,2,3,
IVTH2304-0947,3431,2,3,
IVTH2304-0948,3450,2,3,
IVTH2304-0949,2809,2,3,
IVTH2304-0950,2931,2,3,
IVTH2304-0951,2786,2,3,
IVTH2304-0952,2972,2,3,
IVTH2304-0953,2972,2,3,
IVTH2304-0954,3387,2,3,
IVTH2304-0955,3448,2,3,
IVTH2304-0956,984,1,4,
IVTH2304-0956,3387,2,3,
IVTH2304-0957,3387,2,3,
IVTH2304-0958,3401,2,3,
IVTH2304-0959,3401,2,3,
IVTH2304-0960,3401,1,3,
IVTH2304-0961,2972,2,3,
IVTH2304-0962,2972,2,3,
IVTH2304-0963,3387,2,3,
IVTH2304-0964,984,1,4,
IVTH2304-0964,3387,2,3,
IVTH2304-0965,3387,2,3,
IVTH2304-0966,3387,2,3,
IVTH2304-0967,3387,2,3,
IVTH2304-0968,3387,2,3,
IVTH2304-0969,854,2,3,
IVTH2304-0970,3452,2,3,
IVTH2304-0971,1136,2,3,
IVTH2304-0972,517,2,3,
IVTH2304-0973,1941,2,3,
IVTH2304-0974,1960,2,3,
IVTH2304-0975,2990,1,3,
IVTH2304-0976,2975,2,3,
IVTH2304-0977,947,2,3,
IVTH2304-0977,986,2,4,
IVTH2304-0978,3016,2,3,
IVTH2304-0979,3443,2,3,
IVTH2304-0980,3387,2,3,
IVTH2304-0981,3387,2,3,
IVTH2304-0982,3387,2,3,
IVTH2304-0983,3387,2,3,
IVTH2304-0984,3306,2,3,
IVTH2304-0985,984,1,4,
IVTH2304-0985,3422,2,3,
IVTH2304-0986,984,1,4,
IVTH2304-0986,3236,2,3,
IVTH2304-0987,984,1,4,
IVTH2304-0987,2625,2,3,
IVTH2304-0988,810,2,3,
IVTH2304-0989,748,2,3,
IVTH2304-0989,984,1,4,
IVTH2304-0989,986,2,4,
IVTH2304-0990,2975,2,3,
IVTH2304-0991,984,1,4,
IVTH2304-0991,3387,2,3,
IVTH2304-0992,3387,2,3,
IVTH2304-0993,1468,2,3,
IVTH2304-0993,1477,2,3,
IVTH2304-0993,2480,2,3,
IVTH2304-0993,2503,2,3,
IVTH2304-0993,3463,18,3,
IVTH2304-0994,2815,2,3,
IVTH2304-0995,2987,2,3,
IVTH2304-0996,289,2,3,
IVTH2304-0997,3144,2,3,
IVTH2304-0998,3144,2,3,
IVTH2304-0999,1774,2,3,
IVTH2304-1000,2426,2,3,
IVTH2304-1001,984,1,4,
IVTH2304-1001,1943,2,3,
IVTH2304-1002,2657,2,3,
IVTH2304-1003,3401,2,3,
IVTH2304-1004,3401,2,3,
IVTH2304-1005,3401,2,3,
IVTH2304-1006,3391,2,3,
IVTH2304-1007,2951,2,3,
IVTH2304-1008,3012,2,3,
IVTH2304-1009,746,1,3,
IVTH2304-1010,3012,2,3,
IVTH2304-1011,3018,2,3,
IVTH2304-1012,3047,2,3,
IVTH2304-1013,2895,2,3,
IVTH2304-1014,984,1,4,
IVTH2304-1014,2352,2,3,
IVTH2304-1015,984,1,4,
IVTH2304-1015,3387,2,3,
IVTH2304-1016,2414,2,3,
IVTH2304-1017,748,2,3,
IVTH2304-1017,984,1,4,
IVTH2304-1017,986,1,4,
IVTH2304-1018,3007,2,3,
IVTH2304-1019,3016,2,3,
IVTH2304-1020,746,2,3,
IVTH2304-1021,2070,2,3,
IVTH2305-0001,984,1,4,
IVTH2305-0001,3420,2,3,
IVTH2305-0002,984,1,4,
IVTH2305-0002,3422,2,3,
IVTH2305-0003,3422,2,3,
IVTH2305-0004,3391,1,3,
IVTH2305-0005,12,2,3,
IVTH2305-0006,3387,2,3,
IVTH2305-0007,3011,2,3,
IVTH2305-0008,2931,2,3,
IVTH2305-0009,3047,2,3,
IVTH2305-0010,2972,1,3,
IVTH2305-0011,211,2,3,
IVTH2305-0012,211,2,3,
IVTH2305-0013,3468,2,3,
IVTH2305-0014,683,2,3,
IVTH2305-0014,1391,2,3,11
IVTH2305-0014,1526,2,3,
IVTH2305-0014,1528,2,3,
IVTH2305-0014,2440,2,3,
IVTH2305-0014,2447,2,3,
IVTH2305-0014,2466,2,3,
IVTH2305-0014,2480,2,3,
IVTH2305-0014,2480,,3,
IVTH2305-0014,2487,2,3,
IVTH2305-0014,2489,2,3,
IVTH2305-0014,2499,2,3,
IVTH2305-0014,3364,1,3,
IVTH2305-0015,984,1,4,
IVTH2305-0015,3443,2,3,
IVTH2305-0016,984,1,4,
IVTH2305-0016,2258,2,3,
IVTH2305-0017,1790,2,3,
IVTH2305-0018,868,2,3,
IVTH2305-0019,1963,2,3,
IVTH2305-0020,984,1,4,
IVTH2305-0020,1960,2,3,
IVTH2305-0021,2357,2,3,
IVTH2305-0022,2987,2,3,
IVTH2305-0023,3073,2,3,
IVTH2305-0024,2980,2,3,
IVTH2305-0025,446,2,3,
IVTH2305-0026,1994,2,3,
IVTH2305-0027,3401,1,3,
IVTH2305-0028,3387,2,3,
IVTH2305-0029,3391,1,3,
IVTH2305-0030,3422,2,3,
IVTH2305-0031,3391,2,3,
IVTH2305-0032,3387,2,3,
IVTH2305-0033,2258,2,3,
IVTH2305-0034,33,2,3,
IVTH2305-0034,984,1,4,
IVTH2305-0035,75,2,3,
IVTH2305-0035,986,2,4,
IVTH2305-0036,57,2,3,
IVTH2305-0037,721,2,3,
IVTH2305-0038,721,2,3,
IVTH2305-0039,721,2,3,
IVTH2305-0039,984,1,4,
IVTH2305-0040,986,1,4,
IVTH2305-0041,985,2,4,
IVTH2305-0041,2786,2,3,
IVTH2305-0042,2922,2,3,
IVTH2305-0043,2906,2,3,
IVTH2305-0044,986,2,4,
IVTH2305-0044,2738,2,3,
IVTH2305-0045,3443,2,3,
IVTH2305-0046,984,1,4,
IVTH2305-0046,3401,2,3,
IVTH2305-0047,3387,2,3,
IVTH2305-0048,2133,2,3,
IVTH2305-0049,1774,2,3,
IVTH2305-0050,2008,2,3,
IVTH2305-0051,3422,2,3,0
IVTH2305-0052,2880,2,3,
IVTH2305-0053,3018,2,3,
IVTH2305-0054,2972,2,3,
IVTH2305-0055,2972,2,3,
IVTH2305-0056,3443,2,3,
